id,dogId,measureTime,ax,ay,az,bcg,gx,gy,gz,temperature
46872,5,2024-08-24 12:54:02.648+00,14046,-6476,3292,8056,-1396,1106,-757,39.93297576904297
46873,5,2024-08-24 12:54:02.658+00,14190,-6542,3054,7789,-1755,1597,-863,39.93297576904297
46874,5,2024-08-24 12:54:02.668+00,14740,-6836,2670,7680,-1906,1995,-1063,39.93297576904297
46875,5,2024-08-24 12:54:02.678+00,15278,-7216,2500,7766,-2040,1758,-1343,39.93297576904297
46876,5,2024-08-24 12:54:02.688+00,15148,-7574,2552,7981,-2345,1069,-1561,39.93297576904297
46877,5,2024-08-24 12:54:02.698+00,14644,-7794,2758,8315,-2500,272,-1604,39.93297576904297
46878,5,2024-08-24 12:54:02.708+00,14114,-7852,3034,8380,-2255,-506,-1453,39.93297576904297
46879,5,2024-08-24 12:54:02.718+00,13864,-7720,3126,8406,-1699,-1240,-1206,39.93297576904297
46880,5,2024-08-24 12:54:02.729+00,13912,-7266,3168,8475,-1097,-1953,-882,39.93297576904297
46881,5,2024-08-24 12:54:02.739+00,14006,-6800,3408,8511,-569,-2403,-772,39.93297576904297
46882,5,2024-08-24 12:54:02.749+00,14280,-6444,3720,8492,-60,-2490,-744,39.93297576904297
46883,5,2024-08-24 12:54:02.759+00,14716,-6280,3748,8428,224,-1917,-861,39.93297576904297
46884,5,2024-08-24 12:54:02.769+00,15160,-6146,3546,8245,27,-783,-1154,39.93297576904297
46885,5,2024-08-24 12:54:02.779+00,15318,-6178,3204,8185,-399,240,-1436,39.93297576904297
46886,5,2024-08-24 12:54:02.789+00,15356,-6360,2878,8151,-899,1117,-1550,39.93297576904297
46887,5,2024-08-24 12:54:02.797+00,15304,-6624,2574,8127,-1111,1698,-1610,39.93297576904297
46888,5,2024-08-24 12:54:02.807+00,15014,-6834,2584,8393,-1142,1743,-1503,39.93297576904297
46889,5,2024-08-24 12:54:02.817+00,14556,-6958,2752,8443,-1020,1457,-1089,39.93297576904297
46890,5,2024-08-24 12:54:02.827+00,14390,-7108,2850,8438,-934,1161,-643,39.93297576904297
46891,5,2024-08-24 12:54:02.837+00,14478,-7260,3016,8476,-947,685,-333,39.93297576904297
46892,5,2024-08-24 12:54:02.847+00,14642,-7298,3196,8462,-867,490,-200,39.93297576904297
46893,5,2024-08-24 12:54:02.857+00,14678,-7184,3410,8488,-785,290,-136,39.93297576904297
46894,5,2024-08-24 12:54:02.868+00,14672,-7012,3658,8467,-938,291,-67,39.93297576904297
46895,5,2024-08-24 12:54:02.878+00,14734,-6886,3912,8371,-1273,560,-76,39.93297576904297
46896,5,2024-08-24 12:54:02.888+00,14704,-6754,3986,8320,-1719,906,-186,39.93297576904297
46897,5,2024-08-24 12:54:02.898+00,14720,-6806,3802,8266,-2177,1275,-364,39.93297576904297
46898,5,2024-08-24 12:54:02.908+00,14608,-6904,3624,8245,-2404,1553,-497,39.93297576904297
46899,5,2024-08-24 12:54:02.918+00,14408,-6944,3470,8125,-2408,1852,-541,39.93297576904297
46900,5,2024-08-24 12:54:02.928+00,14376,-6954,3212,8089,-2422,2044,-579,39.93297576904297
46901,5,2024-08-24 12:54:02.938+00,14448,-6922,3014,8139,-2365,1855,-572,39.93297576904297
46902,5,2024-08-24 12:54:02.948+00,14512,-6744,3084,8187,-2531,1796,-450,39.93297576904297
46903,5,2024-08-24 12:54:02.958+00,14370,-6544,3090,8215,-2893,1807,-283,39.93297576904297
46904,5,2024-08-24 12:54:02.968+00,14190,-6600,2918,8185,-3097,1919,-50,39.93297576904297
46905,5,2024-08-24 12:54:02.978+00,14460,-6924,2622,8037,-2960,1982,25,39.93297576904297
46906,5,2024-08-24 12:54:02.988+00,14838,-7200,2424,7962,-2787,1662,-34,39.93297576904297
46907,5,2024-08-24 12:54:02.998+00,15006,-7164,2518,8028,-2740,1402,-222,39.93297576904297
46908,5,2024-08-24 12:54:03.009+00,14902,-7060,2880,8110,-2768,1089,-522,39.93297576904297
46909,5,2024-08-24 12:54:03.019+00,14502,-7000,3096,8343,-2617,525,-805,39.93297576904297
46910,5,2024-08-24 12:54:03.029+00,14100,-7050,3256,8436,-2086,-68,-951,39.93297576904297
46911,5,2024-08-24 12:54:03.039+00,13998,-6910,3326,8447,-1435,-508,-873,39.93297576904297
46912,5,2024-08-24 12:54:03.049+00,14158,-6666,3280,8408,-1129,-874,-769,39.93297576904297
46913,5,2024-08-24 12:54:03.059+00,14380,-6432,3264,8303,-1059,-885,-723,39.93297576904297
46914,5,2024-08-24 12:54:03.069+00,14328,-6280,3300,8240,-1004,-534,-668,39.93297576904297
46915,5,2024-08-24 12:54:03.079+00,14228,-6306,3130,8124,-892,-118,-693,39.93297576904297
46916,5,2024-08-24 12:54:03.089+00,14436,-6600,2840,7878,-761,146,-736,39.93297576904297
46917,5,2024-08-24 12:54:03.099+00,14620,-6766,2772,7851,-658,221,-737,39.93297576904297
46918,5,2024-08-24 12:54:03.109+00,15088,-6932,2624,7918,-542,215,-676,39.93297576904297
46919,5,2024-08-24 12:54:03.119+00,15370,-6962,2528,8027,-370,51,-629,39.93297576904297
46920,5,2024-08-24 12:54:03.129+00,15448,-6840,2522,8076,-317,275,-666,39.93297576904297
46921,5,2024-08-24 12:54:03.139+00,15370,-6808,2542,8147,-403,500,-692,39.93297576904297
46922,5,2024-08-24 12:54:03.148+00,15104,-6898,2790,8211,-440,480,-540,39.93297576904297
46923,5,2024-08-24 12:54:03.158+00,14778,-6950,3064,8304,-419,217,-162,39.93297576904297
46924,5,2024-08-24 12:54:03.168+00,14434,-6786,3104,8359,-136,-23,472,39.93297576904297
46925,5,2024-08-24 12:54:03.178+00,14314,-6666,2960,8280,73,238,582,39.93297576904297
46926,5,2024-08-24 12:54:03.188+00,14450,-6622,3026,8149,155,593,399,39.93297576904297
46927,5,2024-08-24 12:54:03.198+00,14698,-6666,3072,8055,71,835,160,39.93297576904297
46928,5,2024-08-24 12:54:03.208+00,14968,-6804,3084,8011,-76,1069,25,39.93297576904297
46929,5,2024-08-24 12:54:03.218+00,15054,-6960,3014,8022,-260,1315,-172,39.93297576904297
46930,5,2024-08-24 12:54:03.228+00,15086,-7072,3002,8048,-306,1380,-362,39.93297576904297
46931,5,2024-08-24 12:54:03.238+00,14950,-7024,3196,8226,-291,1173,-497,39.93297576904297
46932,5,2024-08-24 12:54:03.248+00,14572,-6850,3328,8327,-237,815,-456,39.93297576904297
46933,5,2024-08-24 12:54:03.258+00,14270,-6684,3256,8363,-209,425,-259,39.93297576904297
46934,5,2024-08-24 12:54:03.268+00,13980,-6436,3042,8344,-180,215,-187,39.93297576904297
46935,5,2024-08-24 12:54:03.278+00,13842,-6150,2992,8203,-305,71,-309,39.93297576904297
46936,5,2024-08-24 12:54:03.289+00,13998,-6106,3030,8099,-626,-70,-359,39.93297576904297
46937,5,2024-08-24 12:54:03.299+00,14358,-6214,3164,8022,-1010,3,-261,39.93297576904297
46938,5,2024-08-24 12:54:03.309+00,14812,-6322,2928,7857,-1233,297,-221,39.93297576904297
46939,5,2024-08-24 12:54:03.319+00,15156,-6572,2886,7912,-1302,250,-308,39.93297576904297
46940,5,2024-08-24 12:54:03.329+00,15194,-6858,3032,8006,-1339,85,-444,39.93297576904297
46941,5,2024-08-24 12:54:03.339+00,15204,-6954,3024,8075,-1383,82,-597,39.93297576904297
46942,5,2024-08-24 12:54:03.349+00,15080,-6786,3038,8243,-1411,-96,-804,39.93297576904297
46943,5,2024-08-24 12:54:03.359+00,14840,-6668,3074,8312,-1251,-336,-975,39.93297576904297
46944,5,2024-08-24 12:54:03.369+00,14528,-6598,3042,8358,-892,-547,-948,39.93297576904297
46945,5,2024-08-24 12:54:03.379+00,14404,-6450,2854,8266,-634,-705,-812,39.93297576904297
46946,5,2024-08-24 12:54:03.389+00,14320,-6222,2750,8249,-453,-925,-612,39.93297576904297
46947,5,2024-08-24 12:54:03.399+00,14116,-6100,2932,8220,-445,-1141,-465,39.93297576904297
46948,5,2024-08-24 12:54:03.409+00,14150,-6294,3180,8164,-501,-1129,-433,39.93297576904297
46949,5,2024-08-24 12:54:03.419+00,14584,-6618,3154,8164,-394,-815,-381,39.93297576904297
46951,5,2024-08-24 12:54:03.438+00,15470,-6686,3092,8024,236,-40,-540,39.93297576904297
46953,5,2024-08-24 12:54:03.458+00,15566,-6336,2890,8220,377,664,-1080,39.93297576904297
46955,5,2024-08-24 12:54:03.478+00,14756,-6322,3008,8348,146,439,-1064,39.93297576904297
46957,5,2024-08-24 12:54:03.498+00,14056,-6392,2936,8326,143,-348,-111,39.93297576904297
46959,5,2024-08-24 12:54:03.518+00,14664,-6552,2918,8053,58,-349,400,39.93297576904297
46961,5,2024-08-24 12:54:03.538+00,15564,-6540,3130,7990,-106,102,238,39.93297576904297
46963,5,2024-08-24 12:54:03.558+00,15462,-6536,3278,8178,-486,772,-353,39.93297576904297
46965,5,2024-08-24 12:54:03.579+00,14774,-6472,3158,8251,-486,1291,-471,39.93297576904297
46967,5,2024-08-24 12:54:03.599+00,14434,-6156,3218,8303,-636,1000,-450,39.93297576904297
46969,5,2024-08-24 12:54:03.619+00,14284,-5948,3164,8209,-1241,840,-118,39.93297576904297
46971,5,2024-08-24 12:54:03.639+00,14898,-6270,2754,7800,-1436,1399,20,39.93297576904297
46973,5,2024-08-24 12:54:03.659+00,15776,-6456,2774,7972,-1882,1154,-598,39.93297576904297
46975,5,2024-08-24 12:54:03.679+00,14684,-6526,3128,8491,-2183,-238,-716,39.93297576904297
46977,5,2024-08-24 12:54:03.699+00,14134,-6610,2994,8325,-1358,-765,-160,39.93297576904297
46979,5,2024-08-24 12:54:03.72+00,14686,-6022,3184,8153,-688,-836,54,39.93297576904297
46981,5,2024-08-24 12:54:03.74+00,15106,-5930,3256,8153,-980,-152,-391,39.93297576904297
46983,5,2024-08-24 12:54:03.76+00,15338,-6418,3120,8191,-836,563,-322,39.93297576904297
46985,5,2024-08-24 12:54:03.778+00,15344,-6448,2878,8202,-775,1514,37,39.93297576904297
46987,5,2024-08-24 12:54:03.798+00,15234,-6450,2700,8163,-840,2260,25,39.93297576904297
46989,5,2024-08-24 12:54:03.818+00,14756,-6516,2914,8264,-935,1851,202,39.93297576904297
46991,5,2024-08-24 12:54:03.838+00,14508,-6630,3180,8416,-706,1152,596,39.93297576904297
46993,5,2024-08-24 12:54:03.859+00,14362,-6380,3250,8228,-612,1225,744,39.93297576904297
46995,5,2024-08-24 12:54:03.879+00,14598,-6716,3168,7993,-709,1592,446,39.93297576904297
46997,5,2024-08-24 12:54:03.899+00,14702,-6648,3276,8200,-676,1117,-98,39.93297576904297
46999,5,2024-08-24 12:54:03.919+00,14266,-6578,3254,8157,-597,862,-368,39.93297576904297
47001,5,2024-08-24 12:54:03.939+00,14120,-6500,3198,8026,-580,675,-346,39.93297576904297
47003,5,2024-08-24 12:54:03.959+00,14274,-6266,3000,7910,-513,287,-435,39.93297576904297
47005,5,2024-08-24 12:54:03.979+00,14600,-6298,3038,7781,-632,102,-603,39.93297576904297
47007,5,2024-08-24 12:54:04+00,15182,-6622,3238,7721,-491,-461,-619,39.93297576904297
47009,5,2024-08-24 12:54:04.02+00,15332,-6770,3502,8075,-123,-1896,-111,39.93297576904297
47011,5,2024-08-24 12:54:04.04+00,14344,-6600,3300,7947,641,-2223,-60,39.93297576904297
47013,5,2024-08-24 12:54:04.06+00,14282,-6518,2862,7623,1010,-1674,382,39.93297576904297
47015,5,2024-08-24 12:54:04.08+00,15474,-6616,2570,7561,1728,-2165,826,39.93297576904297
47017,5,2024-08-24 12:54:04.1+00,14894,-6460,2578,7917,2342,-2841,617,39.93297576904297
47019,5,2024-08-24 12:54:04.12+00,14728,-6358,2506,7481,3079,-1041,535,39.93297576904297
47021,5,2024-08-24 12:54:04.139+00,15320,-6458,2590,7436,2682,-475,606,39.93297576904297
47023,5,2024-08-24 12:54:04.159+00,15776,-6556,2928,8127,2661,-1150,378,39.93297576904297
47025,5,2024-08-24 12:54:04.179+00,14478,-6636,2072,8407,3442,-1403,104,39.93297576904297
47027,5,2024-08-24 12:54:04.199+00,13828,-6394,1786,7928,4334,-760,562,39.93297576904297
47029,5,2024-08-24 12:54:04.219+00,14498,-6210,2124,7845,4482,-820,750,39.93297576904297
47031,5,2024-08-24 12:54:04.239+00,15080,-6102,2920,8143,4127,-1900,403,39.93297576904297
47033,5,2024-08-24 12:54:04.259+00,14994,-6218,2878,8205,4107,-1256,-575,39.93297576904297
47035,5,2024-08-24 12:54:04.28+00,15064,-5682,2992,8227,3496,-1055,-753,39.93297576904297
47037,5,2024-08-24 12:54:04.3+00,14470,-5234,3214,8181,2254,-280,-766,39.93297576904297
47039,5,2024-08-24 12:54:04.32+00,14792,-5844,2560,7741,1134,208,-1046,39.93297576904297
47041,5,2024-08-24 12:54:04.34+00,15720,-6690,2734,7811,587,-686,-1498,39.93297576904297
47043,5,2024-08-24 12:54:04.36+00,15820,-6846,3792,8484,824,-2589,-713,39.93297576904297
47045,5,2024-08-24 12:54:04.38+00,15206,-6096,4340,8741,1364,-3196,503,39.93297576904297
47047,5,2024-08-24 12:54:04.4+00,14750,-5566,4402,8240,1635,-1315,817,39.93297576904297
47049,5,2024-08-24 12:54:04.419+00,14834,-5452,3606,7789,1503,73,673,39.93297576904297
47051,5,2024-08-24 12:54:04.439+00,15384,-5936,2710,7584,1088,891,785,39.93297576904297
47053,5,2024-08-24 12:54:04.459+00,15856,-6784,2932,7819,914,44,1514,39.93297576904297
47055,5,2024-08-24 12:54:04.479+00,15432,-6916,2842,8048,1675,-108,2078,39.93297576904297
47057,5,2024-08-24 12:54:04.499+00,14906,-6862,2990,7995,2204,-215,2303,39.93297576904297
47059,5,2024-08-24 12:54:04.519+00,14238,-6586,2856,8111,2996,-919,2648,39.93297576904297
47061,5,2024-08-24 12:54:04.539+00,13820,-6504,2516,7962,3498,-1565,2617,39.93297576904297
47063,5,2024-08-24 12:54:04.56+00,14220,-6558,2756,7843,3466,-2563,2793,39.93297576904297
47065,5,2024-08-24 12:54:04.58+00,14294,-6870,2862,8031,3654,-3458,2200,39.93297576904297
47067,5,2024-08-24 12:54:04.6+00,14064,-7034,2770,7995,4071,-3536,1854,39.93297576904297
47069,5,2024-08-24 12:54:04.62+00,14062,-6884,2294,7693,4638,-2635,1729,39.93297576904297
47071,5,2024-08-24 12:54:04.64+00,14692,-7068,1664,7579,5390,-2079,1621,39.93297576904297
47073,5,2024-08-24 12:54:04.66+00,14926,-7216,1808,7801,5758,-2758,1829,39.93297576904297
47075,5,2024-08-24 12:54:04.68+00,14618,-6880,1636,7977,5403,-3400,1904,39.93297576904297
47077,5,2024-08-24 12:54:04.701+00,14812,-7560,1876,8132,5725,-5383,1165,39.93297576904297
47079,5,2024-08-24 12:54:04.721+00,14892,-7676,2706,8286,7051,-6954,1973,39.93297576904297
47081,5,2024-08-24 12:54:04.741+00,15200,-6956,3224,8105,8043,-6906,2825,39.93297576904297
47083,5,2024-08-24 12:54:04.76+00,16006,-6432,3468,7948,8250,-6371,3325,39.93297576904297
47085,5,2024-08-24 12:54:04.78+00,15586,-6334,3268,8142,7870,-5628,3264,39.93297576904297
47087,5,2024-08-24 12:54:04.8+00,14672,-7158,2788,8349,7350,-6210,3307,39.93297576904297
47089,5,2024-08-24 12:54:04.82+00,14080,-7522,2322,8222,7708,-6871,3982,39.93297576904297
47091,5,2024-08-24 12:54:04.84+00,13868,-7158,1716,7790,7511,-6620,4247,39.93297576904297
47093,5,2024-08-24 12:54:04.86+00,13498,-6066,470,7212,7142,-4956,4597,39.93297576904297
47095,5,2024-08-24 12:54:04.88+00,14226,-5422,-360,6904,5724,-3588,4103,39.93297576904297
47097,5,2024-08-24 12:54:04.901+00,14854,-6658,304,7426,4771,-3830,2817,39.93297576904297
47099,5,2024-08-24 12:54:04.921+00,14664,-8288,932,8015,5062,-2564,1166,39.93297576904297
47101,5,2024-08-24 12:54:04.941+00,13542,-8142,784,8121,6441,-1091,514,39.93297576904297
47103,5,2024-08-24 12:54:04.961+00,13922,-7444,16,7779,6454,114,-511,39.93297576904297
47105,5,2024-08-24 12:54:04.981+00,13954,-8442,1294,8276,7636,-1362,-1733,39.93297576904297
47107,5,2024-08-24 12:54:05.001+00,14802,-9122,2206,8539,10285,-3542,-1876,39.93297576904297
47109,5,2024-08-24 12:54:05.021+00,16212,-7346,3366,8774,11732,-5112,-1239,39.93297576904297
47111,5,2024-08-24 12:54:05.04+00,14750,-6008,5436,9323,11993,-6800,1094,39.93297576904297
47113,5,2024-08-24 12:54:05.06+00,15822,-4736,3790,7764,10890,-4823,2551,39.93297576904297
47115,5,2024-08-24 12:54:05.08+00,16224,-7330,3486,7735,8394,-6756,3532,39.93297576904297
47117,5,2024-08-24 12:54:05.1+00,16300,-9386,2816,7425,8014,-7801,7661,39.93297576904297
47119,5,2024-08-24 12:54:05.12+00,16200,-7830,666,7740,7770,-10143,11045,39.93297576904297
47121,5,2024-08-24 12:54:05.14+00,15978,-7476,-286,8167,7246,-11295,12947,39.93297576904297
47123,5,2024-08-24 12:54:05.16+00,15084,-9142,896,8714,7194,-12797,14070,39.93297576904297
47125,5,2024-08-24 12:54:05.18+00,13620,-9484,-958,9075,7349,-13175,14567,39.93297576904297
47127,5,2024-08-24 12:54:05.2+00,13722,-9558,-1760,8264,9273,-11779,15518,39.93297576904297
47129,5,2024-08-24 12:54:05.22+00,14578,-10272,-1406,8648,9234,-11986,15236,39.93297576904297
47131,5,2024-08-24 12:54:05.24+00,13800,-10696,-194,9173,10555,-11933,15305,39.93297576904297
47133,5,2024-08-24 12:54:05.261+00,11376,-10736,1398,9589,12035,-10875,14460,39.93297576904297
47135,5,2024-08-24 12:54:05.281+00,10152,-10558,394,8850,11635,-7719,11525,39.93297576904297
47137,5,2024-08-24 12:54:05.301+00,9552,-11182,564,8428,11965,-6485,7985,39.93297576904297
47139,5,2024-08-24 12:54:05.321+00,8700,-11208,618,8339,12913,-7449,4382,39.93297576904297
47141,5,2024-08-24 12:54:05.341+00,9550,-11022,-458,8117,13915,-8003,3457,39.93297576904297
46950,5,2024-08-24 12:54:03.428+00,15124,-6752,3078,7982,-86,-440,-393,39.93297576904297
46952,5,2024-08-24 12:54:03.448+00,15622,-6516,3086,8088,364,395,-791,39.93297576904297
46954,5,2024-08-24 12:54:03.468+00,15212,-6272,2918,8287,307,740,-1236,39.93297576904297
46956,5,2024-08-24 12:54:03.488+00,14302,-6346,3088,8434,102,-12,-590,39.93297576904297
46958,5,2024-08-24 12:54:03.508+00,14250,-6466,2890,8181,101,-404,211,39.93297576904297
46960,5,2024-08-24 12:54:03.528+00,15162,-6536,3036,7961,-11,-146,410,39.93297576904297
46962,5,2024-08-24 12:54:03.548+00,15728,-6500,3224,8070,-290,419,-48,39.93297576904297
46964,5,2024-08-24 12:54:03.569+00,15086,-6548,3276,8272,-517,1082,-479,39.93297576904297
46966,5,2024-08-24 12:54:03.589+00,14588,-6342,3138,8262,-521,1242,-454,39.93297576904297
46968,5,2024-08-24 12:54:03.609+00,14300,-6032,3264,8278,-940,809,-301,39.93297576904297
46970,5,2024-08-24 12:54:03.629+00,14422,-6012,2856,8078,-1423,1002,39,39.93297576904297
46972,5,2024-08-24 12:54:03.649+00,15490,-6426,2630,7808,-1597,1583,-248,39.93297576904297
46974,5,2024-08-24 12:54:03.669+00,15378,-6408,2980,8239,-2200,355,-786,39.93297576904297
46976,5,2024-08-24 12:54:03.689+00,14214,-6632,3020,8427,-1865,-535,-481,39.93297576904297
46978,5,2024-08-24 12:54:03.71+00,14392,-6350,2986,8195,-905,-987,37,39.93297576904297
46980,5,2024-08-24 12:54:03.73+00,14996,-5838,3212,8127,-839,-409,-236,39.93297576904297
46982,5,2024-08-24 12:54:03.75+00,15200,-6216,3156,8170,-940,196,-443,39.93297576904297
46984,5,2024-08-24 12:54:03.77+00,15408,-6436,2978,8211,-773,1006,-100,39.93297576904297
46986,5,2024-08-24 12:54:03.788+00,15344,-6450,2706,8138,-872,1993,33,39.93297576904297
46988,5,2024-08-24 12:54:03.808+00,14994,-6436,2840,8202,-894,2185,83,39.93297576904297
46990,5,2024-08-24 12:54:03.828+00,14628,-6642,3004,8382,-814,1425,379,39.93297576904297
46992,5,2024-08-24 12:54:03.849+00,14342,-6458,3264,8411,-543,1064,771,39.93297576904297
46994,5,2024-08-24 12:54:03.869+00,14382,-6498,3160,8095,-709,1466,596,39.93297576904297
46996,5,2024-08-24 12:54:03.889+00,14776,-6722,3234,8014,-652,1375,199,39.93297576904297
46998,5,2024-08-24 12:54:03.909+00,14480,-6616,3298,8204,-637,971,-304,39.93297576904297
47000,5,2024-08-24 12:54:03.929+00,14150,-6592,3190,8060,-575,783,-332,39.93297576904297
47002,5,2024-08-24 12:54:03.949+00,14132,-6420,3134,7991,-583,491,-361,39.93297576904297
47004,5,2024-08-24 12:54:03.969+00,14476,-6268,3020,7824,-559,178,-529,39.93297576904297
47006,5,2024-08-24 12:54:03.99+00,14800,-6354,3176,7760,-567,-34,-663,39.93297576904297
47008,5,2024-08-24 12:54:04.01+00,15578,-6790,3342,7863,-295,-1122,-372,39.93297576904297
47010,5,2024-08-24 12:54:04.03+00,14720,-6730,3482,8200,239,-2389,-77,39.93297576904297
47012,5,2024-08-24 12:54:04.05+00,14180,-6498,3072,7772,831,-1793,97,39.93297576904297
47014,5,2024-08-24 12:54:04.07+00,14948,-6622,2656,7404,1390,-1713,706,39.93297576904297
47016,5,2024-08-24 12:54:04.09+00,15144,-6482,2572,7917,2067,-2840,685,39.93297576904297
47018,5,2024-08-24 12:54:04.11+00,14520,-6400,2550,7996,2882,-2100,567,39.93297576904297
47020,5,2024-08-24 12:54:04.129+00,15064,-6368,2506,7384,2816,-460,563,39.93297576904297
47022,5,2024-08-24 12:54:04.149+00,15728,-6534,3084,7800,2608,-737,688,39.93297576904297
47024,5,2024-08-24 12:54:04.169+00,15314,-6646,2596,8372,2982,-1468,159,39.93297576904297
47026,5,2024-08-24 12:54:04.189+00,13958,-6542,1822,8111,3889,-1026,298,39.93297576904297
