id,sequenceId,measureTime,heart,respiration
79046,283,2024-08-24 13:40:54.521+00,138.75699061196562,8206.091847657091
79051,283,2024-08-24 13:40:54.571+00,-89.6997977944233,8203.472510122083
79056,283,2024-08-24 13:40:54.621+00,-45.273595805241136,8198.173419143322
79061,283,2024-08-24 13:40:54.672+00,134.203416588692,8190.107516471082
79066,283,2024-08-24 13:40:54.722+00,-140.0105585206704,8179.298340596303
79071,283,2024-08-24 13:40:54.772+00,144.04632128013185,8165.887540254446
79076,283,2024-08-24 13:40:54.82+00,-160.06979591850396,8150.137642492141
79081,283,2024-08-24 13:40:54.871+00,120.01088653413547,8132.429341044893
79086,283,2024-08-24 13:40:54.921+00,-32.08759504832915,8113.2527713493955
79091,283,2024-08-24 13:40:54.972+00,15.092709593078618,8093.192514009402
79096,283,2024-08-24 13:40:55.022+00,-59.04352997200201,8072.906425383661
79101,283,2024-08-24 13:40:55.073+00,-28.126422780616675,8053.098827743369
79106,283,2024-08-24 13:40:55.123+00,122.972994486235,8034.489071739151
79111,283,2024-08-24 13:40:55.17+00,119.91866858506485,8017.77696268987
79116,283,2024-08-24 13:40:55.222+00,-362.06579991514644,8003.606967439082
79121,283,2024-08-24 13:40:55.272+00,-171.11749513908663,7992.533442789307
79126,283,2024-08-24 13:40:55.322+00,1129.2745407864013,7984.989305580586
79131,283,2024-08-24 13:40:55.373+00,-1155.508812696516,7981.260551200915
79136,283,2024-08-24 13:40:55.423+00,257.2630555384237,7981.468778434475
79141,283,2024-08-24 13:40:55.473+00,4.785784698053858,7985.563357199509
79146,283,2024-08-24 13:40:55.522+00,794.6484569478962,7993.3240750627565
79151,283,2024-08-24 13:40:55.572+00,-1348.2875595906062,8004.374140356365
79156,283,2024-08-24 13:40:55.622+00,681.6809727075567,8018.2025313322765
79161,283,2024-08-24 13:40:55.675+00,328.5013945084206,8034.19396800349
79166,283,2024-08-24 13:40:55.723+00,-290.8397876003499,8051.664202335376
79171,283,2024-08-24 13:40:55.771+00,-354.10219150472994,8069.8978752400035
79176,283,2024-08-24 13:40:55.821+00,306.33144455865494,8088.186035109866
79181,283,2024-08-24 13:40:55.872+00,449.19370325209195,8105.860668653922
